STATEFP,ELSDLEA,SCSDLEA,UNSDLEA,GEOID,STATECODE,STATENAME,NAME,LSAD,LOGRADE,HIGRADE,MTFCC,SDTYP,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON
29,,,18220,2918220,MO,Missouri,Lawson R-XIV School District,00,PK,12,G5420,,E,250372240.00000000000,648948.00000000000,+39.4435957,-094.1706061
29,,,18240,2918240,MO,Missouri,West St. Francois County R-IV School District,00,PK,12,G5420,,E,127394525.00000000000,1176112.00000000000,+37.8440333,-090.6525729
29,,,18270,2918270,MO,Missouri,Lebanon R-III School District,00,PK,12,G5420,,E,730963171.00000000000,3161004.00000000000,+37.6823948,-092.6324446
29,,,18300,2918300,MO,Missouri,Lee's Summit R-VII School District,00,PK,12,G5420,,E,294280052.00000000000,7768691.00000000000,+38.9062110,-094.3304185
29,18330,,,2918330,MO,Missouri,Leesville R-IX School District,00,PK,12,G5400,,E,108845833.00000000000,11868839.00000000000,+38.3256962,-093.5945111
29,,,18360,2918360,MO,Missouri,Leeton R-X School District,00,PK,12,G5420,,E,190665084.00000000000,577761.00000000000,+38.6253698,-093.6779587
29,,,18420,2918420,MO,Missouri,Leopold R-III School District,00,KG,12,G5420,,E,101430087.00000000000,171338.00000000000,+37.2175251,-089.9132832
29,,,18450,2918450,MO,Missouri,Lesterville R-IV School District,00,PK,12,G5420,,E,462605460.00000000000,3977177.00000000000,+37.5579219,-090.9034205
29,,,18460,2918460,MO,Missouri,Lewis County C-1 School District,00,PK,12,G5420,,E,1059710450.00000000000,8691058.00000000000,+40.0678744,-091.7538065
29,,,18480,2918480,MO,Missouri,Lexington R-V School District,00,PK,12,G5420,,E,209175356.00000000000,6993968.00000000000,+39.1551544,-093.8018101
29,,,18510,2918510,MO,Missouri,Liberal R-II School District,00,KG,12,G5420,,E,646051866.00000000000,5049453.00000000000,+37.5252891,-094.5057903
29,,,18540,2918540,MO,Missouri,Liberty 53 School District,00,PK,12,G5420,,E,212342955.00000000000,1400691.00000000000,+39.2551406,-094.3973310
29,,,18600,2918600,MO,Missouri,Licking R-VIII School District,00,PK,12,G5420,,E,499618576.00000000000,1232517.00000000000,+37.5167249,-091.8821910
29,,,18670,2918670,MO,Missouri,Lincoln R-II School District,00,KG,12,G5420,,E,375137319.00000000000,10260868.00000000000,+38.3834148,-093.3838028
29,,,18690,2918690,MO,Missouri,Lindbergh School District,00,KG,12,G5420,,E,61719611.00000000000,1136916.00000000000,+38.5302010,-090.3959216
29,,,19080,2919080,MO,Missouri,Osage County R-II School District,00,PK,12,G5420,,E,405593212.00000000000,1998041.00000000000,+38.4820722,-091.7815466
29,,,19140,2919140,MO,Missouri,Lockwood R-I School District,00,KG,12,G5420,,E,505916038.00000000000,1508852.00000000000,+37.4214217,-093.9915749
29,,,19170,2919170,MO,Missouri,Logan-Rogersville R-VIII School District,00,PK,12,G5420,,E,317572178.00000000000,772960.00000000000,+37.1292648,-093.0789321
29,19200,,,2919200,MO,Missouri,Lonedell R-XIV School District,00,KG,12,G5400,,E,170537527.00000000000,302834.00000000000,+38.2727822,-090.8336605
29,,,19230,2919230,MO,Missouri,Lone Jack C-6 School District,00,KG,12,G5420,,E,98862221.00000000000,184528.00000000000,+38.8711390,-094.1644135
29,,,19260,2919260,MO,Missouri,Louisiana R-II School District,00,KG,12,G5420,,E,210453266.00000000000,12059266.00000000000,+39.4751436,-091.1340263
29,,,19350,2919350,MO,Missouri,Woodland R-IV School District,00,KG,12,G5420,,E,607606753.00000000000,1309346.00000000000,+37.2899110,-090.0293538
29,,,19380,2919380,MO,Missouri,Macks Creek R-V School District,00,PK,12,G5420,,E,301096042.00000000000,4243312.00000000000,+37.9824719,-092.9520724
29,,,19410,2919410,MO,Missouri,Macon County R-I School District,00,PK,12,G5420,,E,531708115.00000000000,8225821.00000000000,+39.7178133,-092.4196247
29,,,19840,2919840,MO,Missouri,Madison C-3 School District,00,KG,12,G5420,,E,257944921.00000000000,1006969.00000000000,+39.4937020,-092.2264718
29,,,19890,2919890,MO,Missouri,Malden R-I School District,00,PK,12,G5420,,E,107724375.00000000000,233799.00000000000,+36.5765369,-090.0204497
29,,,19920,2919920,MO,Missouri,Malta Bend R-V School District,00,KG,12,G5420,,E,232094642.00000000000,3509583.00000000000,+39.1812362,-093.3257984
29,19950,,,2919950,MO,Missouri,Manes R-V School District,00,KG,12,G5400,,E,161511632.00000000000,1117440.00000000000,+37.3624056,-092.3312067
29,,,19980,2919980,MO,Missouri,Mansfield R-IV School District,00,PK,12,G5420,,E,351891594.00000000000,206981.00000000000,+37.1276197,-092.5861068
29,,,20010,2920010,MO,Missouri,Maplewood-Richmond Heights School District,00,PK,12,G5420,,E,7103369.00000000000,0.00000000000,+38.6190591,-090.3237392
29,,,20050,2920050,MO,Missouri,Marceline R-V School District,00,KG,12,G5420,,E,312087170.00000000000,2847653.00000000000,+39.6798599,-092.9260444
29,,,20160,2920160,MO,Missouri,Marion C. Early R-V School District,00,KG,12,G5420,,E,285873613.00000000000,1988999.00000000000,+37.4793132,-093.4474672
29,,,20280,2920280,MO,Missouri,Marion County R-II School District,00,PK,12,G5420,,E,268703094.00000000000,1221885.00000000000,+39.8754036,-091.7382066
29,,,20310,2920310,MO,Missouri,Marionville R-IX School District,00,PK,12,G5420,,E,160502790.00000000000,236823.00000000000,+37.0171252,-093.6417789
29,20340,,,2920340,MO,Missouri,Mark Twain R-VIII School District,00,KG,12,G5400,,E,249645198.00000000000,3437734.00000000000,+36.5843625,-092.8503299
29,,,20370,2920370,MO,Missouri,Marquand-Zion R-VI School District,00,KG,12,G5420,,E,364718025.00000000000,915247.00000000000,+37.3771263,-090.2561509
29,,,20410,2920410,MO,Missouri,Marshall School District,00,PK,12,G5420,,E,418764249.00000000000,2035319.00000000000,+39.0509999,-093.1684019
29,,,20430,2920430,MO,Missouri,Marshfield R-I School District,00,PK,12,G5420,,E,638547359.00000000000,1478184.00000000000,+37.3407321,-092.9222587
29,,,20490,2920490,MO,Missouri,Maryville R-II Schools,00,PK,12,G5420,,E,324400151.00000000000,612152.00000000000,+40.3426688,-094.8788717
29,,,20550,2920550,MO,Missouri,Maysville R-I School District,00,PK,12,G5420,,E,626289299.00000000000,5342950.00000000000,+39.9028405,-094.4040681
29,,,20610,2920610,MO,Missouri,McDonald County R-I School District,00,PK,12,G5420,,E,1109983941.00000000000,410311.00000000000,+36.6195504,-094.3609553
29,,,20640,2920640,MO,Missouri,Meadville R-IV School District,00,PK,12,G5420,,E,406566921.00000000000,6838562.00000000000,+39.8578374,-093.2947155
29,,,20670,2920670,MO,Missouri,Mehlville R-IX School District,00,PK,12,G5420,,E,100851389.00000000000,7414990.00000000000,+38.4757734,-090.3385650
29,,,20700,2920700,MO,Missouri,Scotland County R-I School District,00,PK,12,G5420,,E,1120125492.00000000000,7179699.00000000000,+40.4476855,-092.1428235
29,,,20750,2920750,MO,Missouri,North Mercer County R-III School District,00,PK,12,G5420,,E,296291952.00000000000,1500317.00000000000,+40.5234172,-093.4999526
29,,,20810,2920810,MO,Missouri,Mexico 59 School District,00,PK,12,G5420,,E,581587195.00000000000,6117104.00000000000,+39.2113329,-091.8772718
29,,,20820,2920820,MO,Missouri,Miami R-I School District,00,PK,12,G5420,E,E,283988419.00000000000,2856789.00000000000,+38.3190094,-094.5400488
29,20840,,,2920840,MO,Missouri,Miami R-I School District,00,PK,12,G5400,E,E,295113137.00000000000,6808365.00000000000,+39.2889966,-093.1881466
29,20880,,,2920880,MO,Missouri,Middle Grove C-1 School District,00,KG,12,G5400,,E,88976200.00000000000,125599.00000000000,+39.3931656,-092.2671309
29,,,20940,2920940,MO,Missouri,Milan C-2 School District,00,PK,12,G5420,,E,684139541.00000000000,4555916.00000000000,+40.2171194,-093.1437233
29,,,21000,2921000,MO,Missouri,Miller R-II School District,00,PK,12,G5420,,E,508209085.00000000000,1845079.00000000000,+37.2118278,-093.8646769
29,21030,,,2921030,MO,Missouri,Mirabile C-1 School District,00,KG,12,G5400,,E,82031991.00000000000,695208.00000000000,+39.6119523,-094.1542544
29,21060,,,2921060,MO,Missouri,Missouri City 56 School District,00,KG,12,G5400,,E,23970809.00000000000,1212924.00000000000,+39.2370332,-094.3123453
29,,,21100,2921100,MO,Missouri,Moberly School District,00,PK,12,G5420,,E,192981298.00000000000,838780.00000000000,+39.4245966,-092.3966754
29,,,21120,2921120,MO,Missouri,Monett R-I School District,00,PK,12,G5420,,E,180256958.00000000000,386980.00000000000,+36.9304237,-093.8951525
29,21150,,,2921150,MO,Missouri,High Point R-III School District,00,KG,12,G5400,,E,120882887.00000000000,465589.00000000000,+38.4916919,-092.5841915
29,21180,,,2921180,MO,Missouri,Moniteau County R-V School District,00,KG,12,G5400,,E,120647121.00000000000,418062.00000000000,+38.5466940,-092.6770735
29,,,21210,2921210,MO,Missouri,Monroe City R-I School District,00,PK,12,G5420,,E,749314053.00000000000,36970021.00000000000,+39.6337195,-091.7431544
29,,,21330,2921330,MO,Missouri,Montgomery County R-II School District,00,PK,12,G5420,,E,822038618.00000000000,6094014.00000000000,+38.9442685,-091.4524860
29,,,21360,2921360,MO,Missouri,Montrose R-XIV School District,00,KG,12,G5420,,E,197647321.00000000000,3844903.00000000000,+38.2591226,-093.9695613
29,,,21420,2921420,MO,Missouri,Scott County Central Schools,00,PK,12,G5420,,E,162109045.00000000000,93161.00000000000,+37.0024283,-089.6418078
29,,,21480,2921480,MO,Missouri,Mound City R-II School District,00,PK,12,G5420,,E,312550654.00000000000,2060915.00000000000,+40.1491653,-095.2333009
29,,,21510,2921510,MO,Missouri,Mountain Grove R-III School District,00,PK,12,G5420,,E,694940285.00000000000,667394.00000000000,+37.1420900,-092.2985925
29,,,21540,2921540,MO,Missouri,Mountain View-Birch Tree R-III School District,00,PK,12,G5420,,E,724136404.00000000000,532654.00000000000,+36.9802611,-091.6059245
29,,,21600,2921600,MO,Missouri,Mount Vernon R-V School District,00,KG,12,G5420,,E,356547958.00000000000,600958.00000000000,+37.1113544,-093.8255311
29,,,21660,2921660,MO,Missouri,Northeast Nodaway County R-V School District,00,PK,12,G5420,,E,292199326.00000000000,69164.00000000000,+40.3938803,-094.6728912
29,,,21690,2921690,MO,Missouri,North Nodaway County R-VI School District,00,PK,12,G5420,,E,340177011.00000000000,266161.00000000000,+40.5143542,-094.8072777
29,,,21720,2921720,MO,Missouri,Naylor R-II School District,00,KG,12,G5420,,E,199860083.00000000000,479154.00000000000,+36.5688890,-090.6421453
29,,,21750,2921750,MO,Missouri,Neelyville R-IV School District,00,PK,12,G5420,,E,430184598.00000000000,1411003.00000000000,+36.6114378,-090.4966452
29,,,21810,2921810,MO,Missouri,Neosho R-V School District,00,PK,12,G5420,,E,574688724.00000000000,915949.00000000000,+36.8342420,-094.4095148
29,,,21840,2921840,MO,Missouri,Nevada R-V School District,00,PK,12,G5420,,E,920545374.00000000000,10071745.00000000000,+37.8795413,-094.4306160
29,,,21875,2921875,MO,Missouri,New Bloomfield R-III School District,00,KG,12,G5420,,E,268395726.00000000000,2420697.00000000000,+38.7371978,-092.0949445
29,,,21880,2921880,MO,Missouri,Macon County R-IV School District,00,KG,12,G5420,,E,410262822.00000000000,1788208.00000000000,+39.8631793,-092.7703801
29,,,21940,2921940,MO,Missouri,New Franklin R-I School District,00,PK,12,G5420,,E,280641623.00000000000,8256422.00000000000,+39.0239116,-092.7345961
29,,,21960,2921960,MO,Missouri,New Haven School District,00,KG,12,G5420,,E,49101283.00000000000,2611877.00000000000,+38.6255648,-091.2635493
29,22110,,,2922110,MO,Missouri,New York R-IV School District,00,KG,12,G5400,,E,101846150.00000000000,530115.00000000000,+39.6683859,-093.9237582
29,,,22140,2922140,MO,Missouri,Newburg R-II School District,00,PK,12,G5420,,E,354210642.00000000000,2275060.00000000000,+37.8985094,-091.9525694
29,,,22470,2922470,MO,Missouri,Newtown-Harris R-III School District,00,PK,12,G5420,,E,230956616.00000000000,923840.00000000000,+40.3278150,-093.3215861
29,,,22500,2922500,MO,Missouri,Niangua R-V School District,00,PK,12,G5420,,E,185648685.00000000000,554871.00000000000,+37.3935449,-092.7871489
29,,,22530,2922530,MO,Missouri,Nixa School District,00,PK,12,G5420,,E,142066793.00000000000,858438.00000000000,+37.0307594,-093.3201802
29,,,22560,2922560,MO,Missouri,Nodaway-Holt R-VII School District,00,PK,12,G5420,,E,527069292.00000000000,710014.00000000000,+40.2218975,-095.0478224
29,,,22620,2922620,MO,Missouri,Norborne R-VIII School District,00,PK,12,G5420,,E,349694025.00000000000,1665378.00000000000,+39.3452428,-093.6912712
29,,,22650,2922650,MO,Missouri,Normandy Schools Collaborative,00,PK,12,G5420,,E,27310880.00000000000,4860.00000000000,+38.6943058,-090.3050002
29,,,22710,2922710,MO,Missouri,North Andrew County R-VI School District,00,KG,12,G5420,,E,341476064.00000000000,1610499.00000000000,+40.0625968,-094.8801693
29,,,22740,2922740,MO,Missouri,North Callaway County R-I School District,00,PK,12,G5420,,E,822611324.00000000000,7655919.00000000000,+38.9601571,-091.8869679
29,,,22770,2922770,MO,Missouri,North Harrison R-III School District,00,PK,12,G5420,,E,494442883.00000000000,2773532.00000000000,+40.5054950,-094.0261951
29,,,22800,2922800,MO,Missouri,North Kansas City 74 School District,00,PK,12,G5420,,E,222197598.00000000000,4528820.00000000000,+39.2102953,-094.5247343
29,,,22830,2922830,MO,Missouri,North Platte County R-I School District,00,PK,12,G5420,,E,289386211.00000000000,1808899.00000000000,+39.4739520,-094.7322134
29,,,22860,2922860,MO,Missouri,Northeast Randolph County R-IV School District,00,PK,12,G5420,,E,266074488.00000000000,1423386.00000000000,+39.5443672,-092.4154837
29,,,22890,2922890,MO,Missouri,Northwest R-I School District,00,PK,12,G5420,,E,320555661.00000000000,2007048.00000000000,+38.3893570,-090.6176018
29,,,22920,2922920,MO,Missouri,Northwestern R-I School District,00,PK,12,G5420,,E,497680710.00000000000,18388539.00000000000,+39.5894294,-093.1619480
29,,,22950,2922950,MO,Missouri,Norwood R-I School District,00,PK,12,G5420,,E,222174881.00000000000,36256.00000000000,+37.1118561,-092.4248676
29,,,22980,2922980,MO,Missouri,Adair County R-I School District,00,PK,12,G5420,,E,391629717.00000000000,1028012.00000000000,+40.2427226,-092.7668497
29,,,23010,2923010,MO,Missouri,Oak Grove R-VI School District,00,PK,12,G5420,,E,116192852.00000000000,281792.00000000000,+38.9873384,-094.1215377
29,23040,,,2923040,MO,Missouri,Oak Hill R-I School District,00,KG,12,G5400,,E,366769131.00000000000,220528.00000000000,+37.5020735,-091.4429734
29,,,23070,2923070,MO,Missouri,Oak Ridge R-VI School District,00,PK,12,G5420,,E,223987180.00000000000,211068.00000000000,+37.5436013,-089.7633340
29,,,23100,2923100,MO,Missouri,Odessa R-VII School District,00,PK,12,G5420,,E,452753032.00000000000,3499227.00000000000,+38.9861990,-093.9320692
29,,,23130,2923130,MO,Missouri,Oran R-III School District,00,PK,12,G5420,,E,150822315.00000000000,389944.00000000000,+37.0859176,-089.7052648
29,,,23160,2923160,MO,Missouri,Orchard Farm R-V School District,00,KG,12,G5420,,E,314576624.00000000000,47907059.00000000000,+38.8844475,-090.3797328
29,,,23190,2923190,MO,Missouri,South Holt County R-I School District,00,KG,12,G5420,,E,434760758.00000000000,5042674.00000000000,+39.9837508,-095.1166144
29,,,23220,2923220,MO,Missouri,Orrick R-XI School District,00,KG,12,G5420,,E,185647498.00000000000,3834718.00000000000,+39.2178231,-094.1226758
29,,,23250,2923250,MO,Missouri,Osborn R-O School District,00,KG,12,G5420,,E,140362544.00000000000,1704134.00000000000,+39.7569727,-094.3668237
29,,,23270,2923270,MO,Missouri,Osceola School District,00,PK,12,G5420,,E,404929350.00000000000,20036191.00000000000,+38.0452430,-093.6292585
29,,,23310,2923310,MO,Missouri,Otterville R-VI School District,00,KG,12,G5420,,E,213741100.00000000000,107496.00000000000,+38.6973462,-092.9549504
29,,,23340,2923340,MO,Missouri,Gasconade County R-II School District,00,KG,12,G5420,,E,918800934.00000000000,5753818.00000000000,+38.3724278,-091.4496153
29,23370,,,2923370,MO,Missouri,Thornfield R-I School District,00,KG,12,G5400,,E,275846972.00000000000,1773086.00000000000,+36.7047764,-092.6765618
29,,,23400,2923400,MO,Missouri,Lutie R-VI School District,00,PK,12,G5420,,E,208494229.00000000000,15881716.00000000000,+36.5574777,-092.6767927
29,,,23430,2923430,MO,Missouri,Ozark R-VI School District,00,PK,12,G5420,,E,233461113.00000000000,689849.00000000000,+36.9880744,-093.1909303
29,,,23460,2923460,MO,Missouri,Meramec Valley R-III School District,00,PK,12,G5420,,E,290260237.00000000000,3376371.00000000000,+38.4357174,-090.7946730
29,,,23490,2923490,MO,Missouri,Palmyra R-I School District,00,PK,12,G5420,,E,497089689.00000000000,11187944.00000000000,+39.8156305,-091.5403903
29,,,23530,2923530,MO,Missouri,Paris R-II School District,00,PK,12,G5420,,E,687783021.00000000000,27338186.00000000000,+39.4501842,-091.9501688
29,,,23550,2923550,MO,Missouri,Park Hill School District,00,PK,12,G5420,,E,184350297.00000000000,5179387.00000000000,+39.2230589,-094.6997706
29,,,23580,2923580,MO,Missouri,Parkway C-2 School District,00,KG,12,G5420,,E,177439023.00000000000,4217656.00000000000,+38.6450002,-090.4914016
29,,,23640,2923640,MO,Missouri,Meadow Heights R-II School District,00,KG,12,G5420,,E,504393647.00000000000,716490.00000000000,+37.5108438,-090.0044482
29,,,23670,2923670,MO,Missouri,Pattonsburg R-II School District,00,PK,12,G5420,,E,308755653.00000000000,3000898.00000000000,+40.0519987,-094.1628415
29,,,23700,2923700,MO,Missouri,Pattonville R-III School District,00,KG,12,G5420,,E,64253952.00000000000,963900.00000000000,+38.7370205,-090.4379062
29,,,23730,2923730,MO,Missouri,Raymore-Peculiar R-II School District,00,PK,12,G5420,,E,244664930.00000000000,1987212.00000000000,+38.7446744,-094.4556920
29,,,23760,2923760,MO,Missouri,North Pemiscot County R-I School District,00,KG,12,G5420,,E,456224480.00000000000,25257008.00000000000,+36.3395335,-089.7427429
29,23790,,,2923790,MO,Missouri,Pemiscot County R-III School District,00,KG,12,G5400,,E,125127801.00000000000,13730310.00000000000,+36.1353499,-089.6901391
29,,,24530,2924530,MO,Missouri,Perry County 32 School District,00,PK,12,G5420,,E,1055448185.00000000000,15072418.00000000000,+37.7199513,-089.8572938
29,24690,,,2924690,MO,Missouri,Pettis County R-XII School District,00,KG,12,G5400,,E,61644988.00000000000,595818.00000000000,+38.7394247,-093.3096550
29,25080,,,2925080,MO,Missouri,Phelps County R-III School District,00,PK,12,G5400,,E,366879437.00000000000,416889.00000000000,+37.7050608,-091.9094207
29,,,25110,2925110,MO,Missouri,Pierce City R-VI School District,00,PK,12,G5420,,E,318311596.00000000000,606217.00000000000,+36.9726544,-094.0288276
29,,,25140,2925140,MO,Missouri,Pike County R-III School District,00,PK,12,G5420,,E,457412136.00000000000,13030469.00000000000,+39.2786527,-090.9290848
29,,,25170,2925170,MO,Missouri,Pilot Grove C-4 School District,00,KG,12,G5420,,E,289740712.00000000000,862190.00000000000,+38.8527488,-092.9579122
29,,,25210,2925210,MO,Missouri,Plato R-V School District,00,PK,12,G5420,,E,787548423.00000000000,2919781.00000000000,+37.5306959,-092.2306180
29,,,25230,2925230,MO,Missouri,Platte County R-III School District,00,PK,12,G5420,,E,255818141.00000000000,1776699.00000000000,+39.3125626,-094.7233773
29,,,25290,2925290,MO,Missouri,Clinton County R-III School District,00,KG,12,G5420,,E,372306521.00000000000,11789886.00000000000,+39.5616857,-094.4650632
29,,,25330,2925330,MO,Missouri,Pleasant Hill R-III School District,00,PK,12,G5420,,E,192372918.00000000000,3049907.00000000000,+38.7748057,-094.2864239
29,,,25350,2925350,MO,Missouri,Pleasant Hope R-VI School District,00,KG,12,G5420,,E,230514624.00000000000,961308.00000000000,+37.4615894,-093.2783088
29,,,25410,2925410,MO,Missouri,Polo R-VII School District,00,KG,12,G5420,,E,254312201.00000000000,1037830.00000000000,+39.5285088,-094.0348690
29,,,25450,2925450,MO,Missouri,Poplar Bluff R-I School District,00,PK,12,G5420,,E,543871225.00000000000,3584697.00000000000,+36.7952299,-090.4465174
29,,,25500,2925500,MO,Missouri,Potosi R-III School District,00,PK,12,G5420,,E,749120018.00000000000,3143230.00000000000,+37.9708845,-090.8803286
29,,,25530,2925530,MO,Missouri,Prairie Home R-V School District,00,KG,12,G5420,,E,265555999.00000000000,1703249.00000000000,+38.8286247,-092.5980542
29,,,25590,2925590,MO,Missouri,Princeton R-V School District,00,PK,12,G5420,,E,799541301.00000000000,1744607.00000000000,+40.3825641,-093.5946371
29,,,25620,2925620,MO,Missouri,Purdy R-II School District,00,PK,12,G5420,,E,193724826.00000000000,169334.00000000000,+36.8208767,-093.8865401
29,,,25640,2925640,MO,Missouri,Putnam County R-I School District,00,PK,12,G5420,,E,1308387516.00000000000,5900144.00000000000,+40.4813202,-093.0145633
29,,,25650,2925650,MO,Missouri,Puxico R-VIII School District,00,KG,12,G5420,,E,385005335.00000000000,6930400.00000000000,+36.9314837,-090.1598557
29,,,25710,2925710,MO,Missouri,Ralls County R-II School District,00,KG,12,G5420,,E,794102027.00000000000,23930138.00000000000,+39.4982148,-091.5337092
29,26040,,,2926040,MO,Missouri,Raymondville R-VII School District,00,PK,12,G5400,,E,225051107.00000000000,4300.00000000000,+37.3642297,-091.7873728
29,,,26070,2926070,MO,Missouri,Raytown C-2 School District,00,PK,12,G5420,,E,82941724.00000000000,325672.00000000000,+39.0036875,-094.4610383
29,,,26160,2926160,MO,Missouri,Reeds Spring R-IV School District,00,PK,12,G5420,,E,395093169.00000000000,52875766.00000000000,+36.6982450,-093.4340479
29,26190,,,2926190,MO,Missouri,Renick R-V School District,00,PK,12,G5400,,E,121376770.00000000000,27132.00000000000,+39.3220507,-092.4021508
29,,,26220,2926220,MO,Missouri,Republic R-III School District,00,PK,12,G5420,,E,259781315.00000000000,205478.00000000000,+37.1438738,-093.4846925
29,,,26310,2926310,MO,Missouri,Rich Hill R-IV School District,00,KG,12,G5420,,E,450611483.00000000000,21807968.00000000000,+38.1027052,-094.3305481
29,26370,,,2926370,MO,Missouri,Richards R-V School District,00,PK,12,G5400,,E,208436779.00000000000,237505.00000000000,+36.8027494,-091.9639265
29,,,26400,2926400,MO,Missouri,Richland R-I School District,00,KG,12,G5420,,E,345965609.00000000000,1395429.00000000000,+36.7873397,-089.7942957
29,,,26430,2926430,MO,Missouri,Richland R-IV School District,00,PK,12,G5420,,E,241110218.00000000000,1882597.00000000000,+37.8894536,-092.4241800
29,,,26480,2926480,MO,Missouri,Richmond R-XVI School District,00,PK,12,G5420,,E,503600222.00000000000,6433657.00000000000,+39.3154889,-093.9698539
29,,,26490,2926490,MO,Missouri,Ridgeway R-V School District,00,PK,12,G5420,,E,173076217.00000000000,1144418.00000000000,+40.3707765,-093.9248710
29,26550,,,2926550,MO,Missouri,Ripley County R-III School District,00,KG,12,G5400,,E,236937395.00000000000,160984.00000000000,+36.5684486,-091.0236307
29,26580,,,2926580,MO,Missouri,Ripley County R-IV School District,00,KG,12,G5400,,E,430750273.00000000000,1325256.00000000000,+36.7000976,-090.9959780
29,,,26610,2926610,MO,Missouri,Risco R-II School District,00,KG,12,G5420,,E,197409316.00000000000,851333.00000000000,+36.5462114,-089.8376219
29,,,26640,2926640,MO,Missouri,Ritenour School District,00,KG,12,G5420,,E,27319038.00000000000,42662.00000000000,+38.7093362,-090.3683712
29,,,26670,2926670,MO,Missouri,Riverview Gardens School District,00,PK,12,G5420,,E,24041135.00000000000,0.00000000000,+38.7492906,-090.2379459
29,,,26790,2926790,MO,Missouri,Rock Port R-II School District,00,KG,12,G5420,,E,564620091.00000000000,7092528.00000000000,+40.4424621,-095.5734229
29,,,26850,2926850,MO,Missouri,Rockwood R-VI School District,00,KG,12,G5420,,E,398265828.00000000000,8611396.00000000000,+38.5602731,-090.6266524
29,,,26890,2926890,MO,Missouri,Rolla 31 School District,00,PK,12,G5420,,E,531865752.00000000000,1431819.00000000000,+37.9200555,-091.7562748
29,26940,,,2926940,MO,Missouri,Roscoe C-1 School District,00,KG,12,G5400,,E,179890887.00000000000,5074756.00000000000,+37.9775889,-093.8247454
29,,,26970,2926970,MO,Missouri,Cole County R-I School District,00,KG,12,G5420,,E,287323424.00000000000,382494.00000000000,+38.5015158,-092.4219222
29,,,27060,2927060,MO,Missouri,St. Joseph School District,00,PK,12,G5420,,E,342404340.00000000000,8178258.00000000000,+39.7498135,-094.7981857
29,,,27090,2927090,MO,Missouri,Salem R-80 School District,00,PK,12,G5420,,E,275107012.00000000000,604468.00000000000,+37.6396289,-091.3742536
29,27330,,,2927330,MO,Missouri,Hardeman R-X School District,00,KG,12,G5400,,E,153181153.00000000000,4446492.00000000000,+39.0950310,-092.9912864
29,27450,,,2927450,MO,Missouri,Orearville R-IV School District,00,KG,12,G5400,,E,154663935.00000000000,918008.00000000000,+39.1800945,-093.0308914
29,,,27520,2927520,MO,Missouri,Salisbury R-IV School District,00,KG,12,G5420,,E,738083020.00000000000,13213085.00000000000,+39.4823044,-092.7663277
29,,,27540,2927540,MO,Missouri,Sarcoxie R-II School District,00,KG,12,G5420,,E,248784765.00000000000,1851499.00000000000,+37.0769094,-094.1237424
29,,,27570,2927570,MO,Missouri,Savannah R-III School District,00,PK,12,G5420,,E,523531445.00000000000,5728660.00000000000,+39.9265546,-094.7996339
29,,,27600,2927600,MO,Missouri,Northeast Vernon County R-I School District,00,KG,12,G5420,,E,422323831.00000000000,9810136.00000000000,+37.9523502,-094.2002372
29,,,27630,2927630,MO,Missouri,School of The Osage School District,00,PK,12,G5420,,E,350034810.00000000000,33649857.00000000000,+38.1689803,-092.5759506
29,,,27660,2927660,MO,Missouri,Schuyler County R-I School District,00,PK,12,G5420,,E,817871822.00000000000,2246520.00000000000,+40.4693611,-092.5190156
29,,,27830,2927830,MO,Missouri,Sedalia 200 School District,00,PK,12,G5420,,E,218802178.00000000000,2145557.00000000000,+38.6868032,-093.2342602
29,,,27870,2927870,MO,Missouri,Senath-Hornersville C-8 School District,00,PK,12,G5420,,E,540394252.00000000000,8004991.00000000000,+36.1054164,-090.0977884
29,,,27900,2927900,MO,Missouri,Seneca R-VII School District,00,PK,12,G5420,,E,242484740.00000000000,336414.00000000000,+36.8751605,-094.5785885
29,,,27930,2927930,MO,Missouri,Seymour R-II School District,00,PK,12,G5420,,E,311192375.00000000000,357105.00000000000,+37.1582384,-092.7655113
29,28080,,,2928080,MO,Missouri,Shawnee R-III School District,00,KG,12,G5400,,E,153161297.00000000000,1025954.00000000000,+38.4988492,-093.7779504
29,,,28110,2928110,MO,Missouri,Shelby County R-IV School District,00,PK,12,G5420,,E,760828344.00000000000,2502070.00000000000,+39.6978712,-092.1055411
29,,,28140,2928140,MO,Missouri,North Shelby School District,00,PK,12,G5420,,E,662966863.00000000000,888323.00000000000,+39.8697575,-092.0525070
29,,,28170,2928170,MO,Missouri,Sheldon R-VIII School District,00,KG,12,G5420,,E,185726110.00000000000,697828.00000000000,+37.6791214,-094.2133429
29,28200,,,2928200,MO,Missouri,Shell Knob 78 School District,00,KG,12,G5400,,E,128273751.00000000000,23224884.00000000000,+36.6263447,-093.6008805
29,,,28260,2928260,MO,Missouri,Sikeston R-VI School District,00,PK,12,G5420,,E,173910254.00000000000,497878.00000000000,+36.8810932,-089.6209639
29,,,28290,2928290,MO,Missouri,Silex R-I School District,00,KG,12,G5420,,E,361065974.00000000000,3108718.00000000000,+39.1151349,-091.1236726
29,,,28360,2928360,MO,Missouri,Slater School District,00,KG,12,G5420,,E,99403707.00000000000,2316277.00000000000,+39.2719249,-093.0613692
